symbol,date,open,high,low,close,volume,daily_return
AAPL,2025-07-20 05:45:00+05:45,210.1688,212.4,207.54,209.81800000000004,223582017,-0.0016705007906301522
AAPL,2025-07-27 05:45:00+05:45,213.767,215.78,211.6409,213.734,229772752,-0.000139256550308876
AAPL,2025-08-03 05:45:00+05:45,211.894,214.85,201.5,208.86399999999998,314583800,-0.01432349053846419
AAPL,2025-08-10 05:45:00+05:45,210.65,231,201.68,213.78000000000003,429253800,0.014572121662051445
AAPL,2025-08-17 05:45:00+05:45,231.012,235.12,224.76,230.906,295052800,-0.0004082657663202937
AAPL,2025-08-24 05:45:00+05:45,229.096,233.12,223.78,228.02399999999997,190602005,-0.004647986344947689
AAPL,2025-08-31 05:45:00+05:45,229.05599999999998,233.41,224.69,230.33200000000002,194002197,0.005594361459044221
AAPL,2025-09-07 05:45:00+05:45,236.2275,241.32,226.97,236.915,212448100,0.002911983809083322
AAPL,2025-09-14 05:45:00+05:45,232.91799999999998,240.15,225.95,232.62399999999997,304361600,-0.0010659041075229275
AAPL,2025-09-21 05:45:00+05:45,238.86999999999998,246.3,235.03,239.44400000000002,357954984,0.0023798235812792583
AAPL,2025-09-28 05:45:00+05:45,253.342,257.6,248.12,255.03000000000003,309017700,0.00681420945722999
AAPL,2025-10-05 05:45:00+05:45,255.142,259.24,253.01,255.93199999999996,215351762,0.0030984617293401914
AAPL,2025-10-12 05:45:00+05:45,256.81399999999996,259.07,244,254.108,212733500,-0.010574837341921882
AAPL,2025-10-19 05:45:00+05:45,248.348,253.38,244.7,248.902,195966600,0.002247997967993511
AAPL,2025-10-26 05:45:00+05:45,260.31,265.29,255.43,261.17199999999997,252852600,0.0034157447681712238
AAPL,2025-11-02 05:45:00+05:45,270.42600000000004,277.32,264.65,269.856,292197100,-0.0019270357990857682
AAPL,2025-11-09 05:45:00+05:45,269.17375,273.4,266.25,269.3575,179279231,0.0007028384498899919
AAPL,2025-11-16 05:45:00+05:45,271.80100000000004,276.7,267.46,272.702,232154115,0.003372136519168059
AAPL,2025-11-23 05:45:00+05:45,268.16999999999996,275.43,265.32,268.24,223726951,0.0003666214154002756
AAPL,2025-11-30 05:45:00+05:45,275.09749999999997,280.38,270.9,277.3225,161235346,0.008142884719012262
AAPL,2025-12-07 05:45:00+05:45,282.369,288.61,276.14,282.584,226847026,0.0008388224899014472
AAPL,2025-12-14 05:45:00+05:45,278.21770000000004,280.03,273.81,278.032,167191314,-0.000663888872256003
AAPL,2025-12-21 05:45:00+05:45,274.71999999999997,280.05,266.96,273.284,299206677,-0.005127889003704242
AAPL,2025-12-28 05:45:00+05:45,272.5675,275.43,269.56,272.635,104717298,0.00026413718341350976
AAPL,2026-01-04 05:45:00+05:45,273.04375,277.8248,269.02,272.4275,110529409,-0.0022583440990024107
AAPL,2026-01-11 05:45:00+05:45,263.38199999999995,271.51,255.7,261.672,236314053,-0.006335085594304309
AAPL,2026-01-18 05:45:00+05:45,258.832,261.81,254.93,259,232534871,0.0006384261082814445
AAPL,2026-01-25 05:45:00+05:45,249.415,254.79,243.42,247.685,209351918,-0.006861543543455032
AAPL,2026-02-01 05:45:00+05:45,256.283,261.95,249.8,257.57599999999996,265845413,0.00512921690158165
AAPL,2026-02-08 05:45:00+05:45,271.32399999999996,280.905,259.205,274.002,329292434,0.010203932097062928
AAPL,2026-02-15 05:45:00+05:45,276.39750000000004,278.2,271.7,274.15,78905665,-0.008111008141698671
GOOGL,2025-02-16 05:45:00+05:45,184.40625,186.94,181.83,185.075,85163038,0.0036289246843673436
GOOGL,2025-02-23 05:45:00+05:45,184.905,185.96,179.08,183.315,105106772,-0.00857274748116644
GOOGL,2025-03-02 05:45:00+05:45,175.554,183.12,166.77,173.236,195320465,-0.013041154004859886
GOOGL,2025-03-09 05:45:00+05:45,170.095,174.97,165.8,171.432,172801135,0.008015852634557858
GOOGL,2025-03-16 05:45:00+05:45,165.811,168.46,161.37,165.054,175315938,-0.004485161186803295
GOOGL,2025-03-23 05:45:00+05:45,162.648,166.3,156.72,163.128,172298896,0.0030426014138945565
GOOGL,2025-03-30 05:45:00+05:45,166.007,170.63,153.63,163.974,157170436,-0.012480648827676308
GOOGL,2025-04-06 05:45:00+05:45,152.2,158.4052,145.38,153.01399999999998,219461003,0.00515380071143104
GOOGL,2025-04-13 05:45:00+05:45,149.325,159.55,140.53,152.024,281058787,0.01931447135207716
GOOGL,2025-04-20 05:45:00+05:45,156.6275,161.72,148.5,154.9675,119118488,-0.010564028250004685
GOOGL,2025-04-27 05:45:00+05:45,154.92000000000002,166.1,146.1,155.14600000000002,186077668,0.0017468742017854068
GOOGL,2025-05-04 05:45:00+05:45,160.916,164.97,155.4,160.98000000000002,147454049,0.00042825009364271666
GOOGL,2025-05-11 05:45:00+05:45,159.684,165.39,147.84,157.17000000000002,260300551,-0.015459475400119055
GOOGL,2025-05-18 05:45:00+05:45,161.95999999999998,169.35,156.16,162.702,211270407,0.004836830185342827
GOOGL,2025-05-25 05:45:00+05:45,167.107,176.77,162.9,167.684,260525566,0.003641414208684845
GOOGL,2025-06-01 05:45:00+05:45,172.1675,175.265,167.44,172.215,154793381,0.0003649199410482438
GOOGL,2025-06-08 05:45:00+05:45,168.647,174.5,165.28,168.988,182774409,0.0020210093741683728
GOOGL,2025-06-15 05:45:00+05:45,175.826,181.105,172.385,176.482,170953767,0.0038494547560405934
GOOGL,2025-06-22 05:45:00+05:45,175.09625,177.3648,165.46,173.17,156729692,-0.01104530497730755
GOOGL,2025-06-29 05:45:00+05:45,169.358,178.68,162,170.942,273611176,0.009198462637455147
GOOGL,2025-07-06 05:45:00+05:45,177.63875000000002,181.23,173.53,177.56,150102058,-0.0002852805126026508
GOOGL,2025-07-13 05:45:00+05:45,176.905,181.43,172.77,177.116,181056092,0.0012767812015160845
GOOGL,2025-07-20 05:45:00+05:45,182.919,186.42,179.68,183.03400000000002,165096150,0.0006467159493728622
GOOGL,2025-07-27 05:45:00+05:45,191.651,197.95,186.15,191.404,263812842,-0.0010371553642480173
GOOGL,2025-08-03 05:45:00+05:45,193.28400000000002,197.6,187.82,193.178,197742500,-0.000491273440664547
GOOGL,2025-08-10 05:45:00+05:45,194.756,202.61,190.12,196.748,150018200,0.010297401237782354
GOOGL,2025-08-17 05:45:00+05:45,202.358,206.44,197.51,202.628,144674527,0.0013685565876333794
GOOGL,2025-08-24 05:45:00+05:45,202.088,208.54,196.6,202.046,134074494,-0.00021393205567423607
GOOGL,2025-08-31 05:45:00+05:45,207.48000000000002,214.645,205.28,209.53199999999998,153404771,0.009886506506950807
GOOGL,2025-09-07 05:45:00+05:45,224.125,235.76,206.2,227.3275,247723100,0.014307676845631034
GOOGL,2025-09-14 05:45:00+05:45,237.75799999999998,242.25,233.23,238.802,162889600,0.004441042075716174
GOOGL,2025-09-21 05:45:00+05:45,250.6,256,244.71,251.81,212271664,0.004952598076234571
GOOGL,2025-09-28 05:45:00+05:45,250.11999999999998,255.78,240.74,248.73199999999997,136423400,-0.005467968015160804
GOOGL,2025-10-05 05:45:00+05:45,244.21999999999997,251.15,238.61,244.618,152489005,0.0017218665840673677
GOOGL,2025-10-12 05:45:00+05:45,244.782,251.32,235.84,243.782,134206500,-0.004114413073035029
GOOGL,2025-10-19 05:45:00+05:45,246.244,256.96,239.71,249.07800000000003,131584100,0.011616417486524644
GOOGL,2025-10-26 05:45:00+05:45,254.67200000000003,261.68,244.15,254.34,152706500,-0.0013243223563387224
GOOGL,2025-11-02 05:45:00+05:45,275.412,291.59,264.28,274.796,221880500,-0.0015521544217014043
GOOGL,2025-11-09 05:45:00+05:45,281.238,288.35,275.19,281.83000000000004,158631525,0.002170137218655158
GOOGL,2025-11-16 05:45:00+05:45,283.51000000000005,291.975,270.7,284.62,134592610,0.004109391296911147
GOOGL,2025-11-23 05:45:00+05:45,292.381,306.41,278.23,290.244,303001505,-0.006910742061303462
GOOGL,2025-11-30 05:45:00+05:45,320.295,328.83,309.595,320.5375,241171373,0.0009997907925447511
GOOGL,2025-12-07 05:45:00+05:45,318.4135,323.16,313.89,317.844,175961811,-0.001745318498917952
GOOGL,2025-12-14 05:45:00+05:45,316.45,321.31,305.56,314.546,168266036,-0.005898313193206767
GOOGL,2025-12-21 05:45:00+05:45,305.5274,311.42,296.12,304.226,194760176,-0.004109791031562817
GOOGL,2025-12-28 05:45:00+05:45,312.1975,315.085,305.3,312.9325,70951951,0.002395567588377827
GOOGL,2026-01-04 05:45:00+05:45,314.21500000000003,322.5,310.33,313.89,83283455,-0.0010143516596620118
GOOGL,2026-01-11 05:45:00+05:45,320.88199999999995,330.83,311.78,321.37399999999997,153542388,0.001643158456009037
GOOGL,2026-01-18 05:45:00+05:45,331.596,340.48,325,333.29,163747761,0.00535268302212359
GOOGL,2026-01-25 05:45:00+05:45,327.1675,335.14,319.3518,327.2125,122664201,0.0003880096297389163
GOOGL,2026-02-01 05:45:00+05:45,334.775,342.26,326.54,336.014,137289443,0.003798807738123906
GOOGL,2026-02-08 05:45:00+05:45,332.88,349,306.46,334.11,280780612,0.0047471172172705
GOOGL,2026-02-15 05:45:00+05:45,320.95000000000005,327.7,314.61,321.45,78710420,0.001558436181021979
MSFT,2025-02-16 05:45:00+05:45,408.0855,412.49,404.3673,409.8625,80469627,0.004356499525830831
MSFT,2025-02-23 05:45:00+05:45,412.17625,419.31,406.55,412.1875,95488537,0.00014455839410277248
MSFT,2025-03-02 05:45:00+05:45,400.31,409.37,386.57,398.23,129202300,-0.005090035239632269
MSFT,2025-03-09 05:45:00+05:45,391.62199999999996,402.15,381,393.664,119614298,0.0053924662222759375
MSFT,2025-03-16 05:45:00+05:45,382.145,390.23,377.01,382.242,125211571,0.0003229081724098151
MSFT,2025-03-23 05:45:00+05:45,385.693,392.71,381.14,387.628,116847319,0.005049576375855415
MSFT,2025-03-30 05:45:00+05:45,392.50699999999995,396.36,376.93,389.51800000000003,85711821,-0.007645039994780856
MSFT,2025-04-06 05:45:00+05:45,372.815,385.08,359.48,374.534,149630558,0.004511523029462871
MSFT,2025-04-13 05:45:00+05:45,367.00100000000003,393.225,344.79,374.54200000000003,195310364,0.021416516483295872
MSFT,2025-04-20 05:45:00+05:45,383.99125000000004,394.64,366.89,378.2325,78721690,-0.015053051863059217
MSFT,2025-04-27 05:45:00+05:45,373.108,392.16,355.6738,375.896,99268976,0.007334437068800871
MSFT,2025-05-04 05:45:00+05:45,407.223,439.44,384.44,408.22799999999995,152553553,0.002675076443580345
MSFT,2025-05-11 05:45:00+05:45,435.28599999999994,443.67,431.1103,435.946,97070875,0.0015351972370978334
MSFT,2025-05-18 05:45:00+05:45,448.96999999999997,456.19,439.78,451.74799999999993,111274773,0.006191945815092019
MSFT,2025-05-25 05:45:00+05:45,453.226,460.245,448.91,454.93,90014722,0.003776552177479707
MSFT,2025-06-01 05:45:00+05:45,459.7325,462.52,455.3105,459.27250000000004,86304933,-0.0009715632745444631
MSFT,2025-06-08 05:45:00+05:45,463.504,473.34,456.89,465.37399999999997,81840952,0.004062490399735946
MSFT,2025-06-15 05:45:00+05:45,472.468,480.42,466.96,474.024,83911000,0.0033026987477034623
MSFT,2025-06-22 05:45:00+05:45,477.71,483.46,474.08,478.705,86054106,0.002123367828574715
MSFT,2025-06-29 05:45:00+05:45,489.946,499.3,472.51,492.354,120669700,0.0049922472263567805
MSFT,2025-07-06 05:45:00+05:45,494.3275,500.76,488.7,494.84749999999997,78583529,0.0010681501199889783
MSFT,2025-07-13 05:45:00+05:45,499.288,506.78,494.11,500.53000000000003,77217930,0.0024923320922038915
MSFT,2025-07-20 05:45:00+05:45,505.976,514.64,501.03,507.242,80799400,0.0025444778631130193
MSFT,2025-07-27 05:45:00+05:45,509.134,518.29,500.7,509.158,79495100,5.7275478058434456e-05
MSFT,2025-08-03 05:45:00+05:45,527.0020000000001,555.45,509.44,519.184,137125400,-0.014410705222562065
MSFT,2025-08-10 05:45:00+05:45,529.15,538.25,517.55,526.242,97368000,-0.0054429628711011105
MSFT,2025-08-17 05:45:00+05:45,524.667,532.7,519.08,522.848,103231150,-0.0034062067997549543
MSFT,2025-08-24 05:45:00+05:45,510.88,522.82,502.41,508.812,115626500,-0.00398025097138643
MSFT,2025-08-31 05:45:00+05:45,505.741,510.86,498.51,505.87399999999997,108502647,0.00027790345356498784
MSFT,2025-09-07 05:45:00+05:45,504.4075,511.97,492.37,503.36,81788900,-0.0019933565988850942
MSFT,2025-09-14 05:45:00+05:45,502.284,512.55,495.03,501.578,94953400,-0.001417074061569092
MSFT,2025-09-21 05:45:00+05:45,511.66,519.3,505.93,512.1600000000001,123738492,0.0010282732151242614
MSFT,2025-09-28 05:45:00+05:45,511.62600000000003,517.74,505.04,510.46400000000006,85251100,-0.0022619929289286423
MSFT,2025-10-05 05:45:00+05:45,514.856,521.6,508.88,517.07,96046315,0.004317648940122409
MSFT,2025-10-12 05:45:00+05:45,522.432,531.03,509.63,522.152,91701500,-0.0005083826402204259
MSFT,2025-10-19 05:45:00+05:45,512.644,517.19,506,513.2479999999999,78941100,0.0012062624392723353
MSFT,2025-10-26 05:45:00+05:45,519.702,525.35,513.04,519.832,78685000,0.00026135470216919154
MSFT,2025-11-02 05:45:00+05:45,537.216,553.72,515.1,531.742,158877100,-0.01019132007684558
MSFT,2025-11-09 05:45:00+05:45,509.399,524.96,493.25,506.488,116892229,-0.005703466022917792
MSFT,2025-11-16 05:45:00+05:45,504.488,513.5,497.44,507.858,123133241,0.006783956717184228
MSFT,2025-11-23 05:45:00+05:45,492.947,512.12,468.27,487.78999999999996,131046627,-0.010534695990446697
MSFT,2025-11-30 05:45:00+05:45,480.74375,492.63,464.89,482.125,96814307,0.002860801572955364
MSFT,2025-12-07 05:45:00+05:45,482.6940000000001,493.5,475.2,483.6940000000001,120960837,0.0020805031189198324
MSFT,2025-12-14 05:45:00+05:45,482.92699999999996,492.3,475.08,484.71999999999997,113273433,0.0037279073632025344
MSFT,2025-12-21 05:45:00+05:45,478.892,489.6,470.88,479.446,151932685,0.0012027511505953896
MSFT,2025-12-28 05:45:00+05:45,485.75499999999994,489.16,484.74,487.52666666666664,29145736,0.003648584637510714
MSFT,2026-01-04 05:45:00+05:45,486.21999999999997,489.67,470.16,482.785,64788619,-0.007079556123249187
MSFT,2026-01-11 05:45:00+05:45,476.42960000000005,489.7,469.51,478.4440000000001,109920097,0.004245759659410702
MSFT,2026-01-18 05:45:00+05:45,468.37300000000005,480.96,455.91,464.75,133655469,-0.00772733004041673
MSFT,2026-01-25 05:45:00+05:45,450.92,471.1,438.685,453.93,125903326,0.006682545379691931
MSFT,2026-02-01 05:45:00+05:45,460.22299999999996,483.74,421.02,459.256,273817080,-0.0024922768650853374
MSFT,2026-02-08 05:45:00+05:45,414.03999999999996,430.736,392.33,408.716,260897289,-0.012692575865061501
MSFT,2026-02-15 05:45:00+05:45,412.21000000000004,423.68,400.87,413.435,89301446,0.0033031956449209605
